record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified
2339,2024,Ministry of Infrastructure,Digital India,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Bridge Development,Vendor_1058,94707039,34576486,20614217,21209985,25350348,1.195,Ongoing,12-09-2023,12-11-2023,26-02-2024,69,3.02,Yes
2340,2025,Ministry of Health,Jal Jeevan Mission,Maharashtra,Nagpur,Sitabuldi,State Road Development,Water Pipeline,Vendor_1013,367415478,228845408,169546075,172524001,166665293,0.966,Delayed,18-03-2023,24-08-2023,05-10-2023,155,1.91,Yes
2341,2023,Ministry of Education,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Water Pipeline,Vendor_1016,383090856,155724636,93788662,97203185,85480621,0.879,Completed,10-09-2023,16-11-2023,21-12-2023,194,3.9,Yes
2342,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Bridge Development,Vendor_1014,163196982,59291171,35796604,37959996,47243266,1.245,Completed,29-10-2023,15-01-2024,17-04-2024,69,4.34,Yes
2343,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Road Construction,Vendor_1083,232078611,130795204,51999388,45548327,28483998,0.625,Completed,19-04-2024,31-08-2024,31-08-2024,244,3.17,No
2344,2024,Ministry of Education,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Hospital Upgrade,Vendor_1055,74523892,43367716,13410048,8108164,8517632,1.051,Delayed,04-11-2023,14-04-2024,22-04-2024,284,4.33,Yes
2345,2023,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,Water Pipeline,Vendor_1051,286874380,171233400,123217093,56453867,45258918,0.802,Completed,16-06-2024,08-09-2024,27-10-2024,188,3.35,No
2346,2024,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Bridge Development,Vendor_1089,167724586,56965459,18589707,13965989,4316693,0.309,Ongoing,30-03-2023,09-09-2023,29-09-2023,189,4.23,No
2347,2023,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,State Road Development,Bridge Development,Vendor_1011,59391388,32637471,11728051,5444049,4564819,0.838,Completed,30-05-2023,03-08-2023,06-07-2023,6,3.49,Yes
2348,2025,Ministry of Rural Development,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1017,248409213,151586918,57848134,61968176,29665747,0.479,Delayed,05-11-2024,20-02-2025,11-06-2025,290,4.81,No
2349,2023,Ministry of Infrastructure,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1067,119951828,71642826,42205821,34671244,37043037,1.068,Delayed,15-12-2023,15-02-2024,11-05-2024,67,4.48,Yes
2350,2025,Ministry of Education,Digital India,Karnataka,Hubli,Keshwapur,Smart City Initiative,Road Construction,Vendor_1065,118946307,63976070,20606455,17940949,13658574,0.761,Delayed,31-10-2024,28-03-2025,13-07-2025,8,4.73,Yes
2351,2025,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Bridge Development,Vendor_1011,274630167,126778259,62753033,28704998,21464842,0.748,Delayed,22-09-2024,11-01-2025,17-12-2024,19,3.79,No
2352,2023,Ministry of Rural Development,Digital India,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Hospital Upgrade,Vendor_1011,240743423,94860783,57019490,29029018,37516947,1.292,Delayed,10-05-2024,25-10-2024,20-02-2025,74,1.03,Yes
2353,2023,Ministry of Health,Jal Jeevan Mission,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,School Building,Vendor_1006,113740929,68161936,27139992,20520719,16217764,0.79,Completed,27-06-2023,02-10-2023,11-12-2023,182,4.79,Yes
2354,2024,Ministry of Health,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,State Road Development,School Building,Vendor_1091,265069550,167228384,133045227,58214909,17233757,0.296,Delayed,23-06-2023,04-09-2023,27-12-2023,277,4.43,Yes
2355,2023,Ministry of Education,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Hospital Upgrade,Vendor_1093,316064395,140431575,91032597,66694738,13414348,0.201,Ongoing,01-12-2024,22-02-2025,26-05-2025,225,2.23,No
2356,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,Road Construction,Vendor_1010,357859992,219153096,165935686,140755684,63694213,0.453,Completed,02-07-2023,21-10-2023,22-12-2023,213,1.26,Yes
2357,2025,Ministry of Education,Digital India,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Water Pipeline,Vendor_1037,194494825,111570534,46450811,32640228,29239127,0.896,Ongoing,10-12-2023,09-03-2024,16-03-2024,254,2.43,No
2358,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,School Building,Vendor_1096,122387586,52301632,27778247,29039626,16570791,0.571,Ongoing,16-09-2024,11-12-2024,31-01-2025,257,3.14,No
2359,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Road Construction,Vendor_1099,368345771,227459127,103918735,121679762,26743788,0.22,Ongoing,17-04-2023,11-08-2023,02-08-2023,8,4.93,No
2360,2023,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,School Building,Vendor_1098,189734148,67403213,26432783,13594784,5372977,0.395,Completed,20-03-2023,29-05-2023,27-08-2023,181,2.26,Yes
2361,2025,Ministry of Education,PM Awas Yojana,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,School Building,Vendor_1070,355475324,213864741,130876732,102928198,44408897,0.431,Delayed,05-01-2023,30-04-2023,24-05-2023,215,3.7,No
2362,2024,Ministry of Health,Jal Jeevan Mission,Maharashtra,Mumbai,Bandra,State Road Development,Bridge Development,Vendor_1051,365156409,193263662,60939027,65996316,21430410,0.325,Ongoing,27-05-2023,15-08-2023,09-08-2023,48,3.08,Yes
2363,2025,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Housing Scheme,Water Pipeline,Vendor_1032,294960277,117076249,40797264,30597510,38703568,1.265,Ongoing,09-02-2023,01-07-2023,23-07-2023,240,2,No
2364,2024,Ministry of Education,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,Hospital Upgrade,Vendor_1055,301773836,119703299,81623524,59817448,72094357,1.205,Ongoing,05-05-2023,16-08-2023,08-09-2023,292,3.13,Yes
2365,2023,Ministry of Rural Development,PM Awas Yojana,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Road Construction,Vendor_1020,368268200,137807074,79671515,79877577,38074821,0.477,Ongoing,17-01-2023,18-04-2023,19-06-2023,137,2.37,No
2366,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1022,380102810,207296293,132586554,54302134,47476212,0.874,Ongoing,28-09-2023,24-01-2024,21-01-2024,226,2.86,No
2367,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Bridge Development,Vendor_1076,383790178,176836511,106429001,69657137,66173477,0.95,Completed,04-11-2024,21-01-2025,16-02-2025,36,2,No
2368,2024,Ministry of Infrastructure,Digital India,Karnataka,Bangalore,Whitefield,State Road Development,School Building,Vendor_1018,246219722,142936497,81110663,95084224,49761147,0.523,Completed,28-02-2024,22-07-2024,15-07-2024,277,4.48,Yes
2369,2024,Ministry of Education,Digital India,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,Bridge Development,Vendor_1004,215684036,73478290,36682750,25271991,28654349,1.134,Ongoing,21-03-2023,16-07-2023,05-07-2023,140,3.9,Yes
2370,2025,Ministry of Infrastructure,PM Awas Yojana,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Water Pipeline,Vendor_1093,52563904,28387437,9198375,3845019,2709493,0.705,Ongoing,05-04-2024,12-08-2024,30-10-2024,180,1.27,No
2371,2023,Ministry of Rural Development,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Hospital Upgrade,Vendor_1083,233747909,140932944,67739152,56328849,72130532,1.281,Delayed,16-03-2024,01-08-2024,14-08-2024,106,3.65,Yes
2372,2025,Ministry of Rural Development,Jal Jeevan Mission,Maharashtra,Nashik,Panchavati,State Road Development,School Building,Vendor_1045,321752146,220163709,129318286,60870754,28862680,0.474,Completed,19-07-2024,05-10-2024,01-11-2024,12,4.72,No
2373,2025,Ministry of Rural Development,Digital India,Maharashtra,Nashik,Panchavati,State Road Development,Hospital Upgrade,Vendor_1043,352367542,175290886,133855599,125653588,141750413,1.128,Delayed,08-06-2023,29-09-2023,05-10-2023,219,4.48,No
2374,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Maharashtra,Mumbai,Bandra,State Road Development,Hospital Upgrade,Vendor_1092,234746515,123377549,38155226,22608254,17401313,0.77,Delayed,21-01-2024,18-06-2024,23-07-2024,245,2.88,Yes
2375,2024,Ministry of Rural Development,PM Awas Yojana,Gujarat,Surat,Adajan,Smart City Initiative,Bridge Development,Vendor_1009,170720000,104124287,82995379,69705450,40600945,0.582,Completed,19-06-2023,03-11-2023,04-10-2023,237,4.37,No
2376,2024,Ministry of Rural Development,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Bridge Development,Vendor_1003,65271677,24587250,14653747,14018636,12712606,0.907,Ongoing,22-05-2024,16-09-2024,27-11-2024,101,3.24,No
2377,2023,Ministry of Infrastructure,Digital India,Maharashtra,Nagpur,Dharampeth,State Road Development,School Building,Vendor_1096,79664249,27840171,15834855,12469250,12402343,0.995,Delayed,03-02-2023,09-04-2023,05-08-2023,5,1.54,Yes
2378,2025,Ministry of Health,Digital India,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Water Pipeline,Vendor_1062,123808542,80868823,37880542,44546698,57045930,1.281,Delayed,31-01-2024,09-07-2024,24-09-2024,96,2.06,No
2379,2024,Ministry of Education,Digital India,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Road Construction,Vendor_1040,244551137,106905449,66056072,42104201,18382455,0.437,Delayed,16-07-2024,25-12-2024,17-12-2024,76,3.8,No
2380,2023,Ministry of Rural Development,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Bridge Development,Vendor_1061,318417474,154644447,111470053,111488253,116376690,1.044,Completed,15-06-2023,27-08-2023,05-11-2023,128,3.32,Yes
2381,2024,Ministry of Infrastructure,PM Awas Yojana,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,School Building,Vendor_1005,217809534,100471873,31679802,23795297,7086943,0.298,Ongoing,25-02-2024,17-08-2024,05-08-2024,173,4.94,Yes
2382,2023,Ministry of Infrastructure,Ayushman Bharat,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Bridge Development,Vendor_1070,142219954,63179946,47556431,49038223,43170446,0.88,Delayed,15-01-2023,30-05-2023,10-09-2023,27,2.36,No
2383,2025,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Bridge Development,Vendor_1096,391169372,200444088,152779933,75320308,63859636,0.848,Delayed,20-08-2024,03-01-2025,21-04-2025,220,1.78,Yes
2384,2025,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1079,277181371,168431635,126534542,149102820,60828804,0.408,Ongoing,09-06-2023,24-10-2023,04-01-2024,107,3.29,Yes
2385,2024,Ministry of Health,Digital India,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Bridge Development,Vendor_1047,296763333,98830702,78008421,66314979,47488751,0.716,Delayed,28-08-2024,11-12-2024,23-11-2024,153,1.4,Yes
2386,2024,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Chennai,T Nagar,Smart City Initiative,School Building,Vendor_1069,116042327,48105778,22769877,18651337,13463505,0.722,Completed,17-08-2023,02-02-2024,30-03-2024,199,1.17,No
2387,2025,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Mumbai,Bandra,State Road Development,School Building,Vendor_1029,137772337,58245304,24040450,26906770,13139373,0.488,Completed,22-10-2023,23-01-2024,01-01-2024,71,1.32,Yes
2388,2024,Ministry of Health,PM Gram Sadak Yojana,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Hospital Upgrade,Vendor_1019,290333510,161401331,86656680,84789008,104185223,1.229,Ongoing,12-09-2024,21-12-2024,15-04-2025,104,1.2,Yes
2389,2023,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Nagpur,Sitabuldi,Urban Transport Improvement,Road Construction,Vendor_1042,305400861,120005975,60611084,25699033,11624793,0.452,Completed,26-11-2023,20-02-2024,10-05-2024,178,4.53,No
2390,2023,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,School Building,Vendor_1023,176542967,57341961,25736137,13261724,6230734,0.47,Delayed,06-01-2023,13-06-2023,24-05-2023,87,4.27,Yes
2391,2025,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Water Pipeline,Vendor_1040,262767026,178181278,81046427,70078966,71554168,1.021,Completed,22-07-2024,20-12-2024,14-12-2024,212,4.2,No
2392,2023,Ministry of Education,PM Awas Yojana,Maharashtra,Mumbai,Andheri,Urban Transport Improvement,School Building,Vendor_1058,173712096,66605197,46605417,21528527,8436895,0.392,Ongoing,18-09-2024,25-02-2025,21-03-2025,10,1.67,No
2393,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,Water Pipeline,Vendor_1009,257982908,119938852,68777762,37464231,46404125,1.239,Completed,12-12-2023,26-04-2024,04-07-2024,161,2.11,No
2394,2024,Ministry of Infrastructure,Digital India,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,School Building,Vendor_1085,254055952,174075105,103057559,103698735,89733290,0.865,Ongoing,16-08-2024,07-12-2024,24-02-2025,107,4.79,Yes
2395,2024,Ministry of Infrastructure,Digital India,Maharashtra,Mumbai,Borivali,Urban Housing Scheme,Hospital Upgrade,Vendor_1099,144599721,82069170,55464433,54954205,50790225,0.924,Ongoing,23-10-2024,05-04-2025,14-03-2025,235,3.27,No
2396,2023,Ministry of Infrastructure,Ayushman Bharat,Maharashtra,Mumbai,Borivali,Urban Transport Improvement,Road Construction,Vendor_1019,396485378,131811785,41010394,21288678,18109886,0.851,Ongoing,29-04-2023,20-07-2023,04-08-2023,185,3.11,Yes
2397,2024,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Hubli,Keshwapur,State Road Development,Bridge Development,Vendor_1085,244755817,105700932,55272852,25366815,11283977,0.445,Completed,12-11-2023,24-04-2024,28-07-2024,109,4.5,Yes
2398,2025,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Hospital Upgrade,Vendor_1091,241839978,77782312,29390221,19396876,16913305,0.872,Delayed,19-12-2023,15-05-2024,05-08-2024,265,1.49,Yes
2399,2023,Ministry of Education,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Smart City Initiative,Road Construction,Vendor_1085,236230928,110514666,56473199,64738038,30855313,0.477,Completed,25-10-2023,21-02-2024,03-05-2024,291,1.56,No
2400,2023,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1091,98262396,31460683,10275620,11770939,4609178,0.392,Ongoing,25-02-2023,19-07-2023,12-09-2023,264,1.8,Yes
2401,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Chennai,T Nagar,State Road Development,Bridge Development,Vendor_1025,345839486,185315854,100087088,44494954,53705279,1.207,Ongoing,23-04-2024,27-08-2024,24-08-2024,256,3.36,No
2402,2025,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Smart City Initiative,Hospital Upgrade,Vendor_1032,305866341,125667401,91334745,40157212,37672656,0.938,Ongoing,10-11-2023,11-01-2024,05-01-2024,177,2.57,No
2403,2024,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,School Building,Vendor_1067,319979254,124388291,70643822,37740397,27285970,0.723,Ongoing,19-11-2023,13-02-2024,21-04-2024,0,1.45,No
2404,2025,Ministry of Education,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Water Pipeline,Vendor_1096,375212382,238749618,134024133,98338283,126031263,1.282,Ongoing,19-01-2024,26-06-2024,11-09-2024,12,2.72,No
2405,2023,Ministry of Education,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Housing Scheme,Water Pipeline,Vendor_1087,102241219,31773485,18683698,7992278,8276347,1.036,Completed,12-09-2023,14-12-2023,31-03-2024,254,1.1,No
2406,2024,Ministry of Health,Digital India,Tamil Nadu,Chennai,T Nagar,Urban Housing Scheme,Bridge Development,Vendor_1023,119557965,82374155,27883437,22980947,10319517,0.449,Completed,07-08-2023,14-11-2023,12-01-2024,158,4.26,Yes
2407,2025,Ministry of Health,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1096,193541798,130139926,80570962,54885829,66982216,1.22,Completed,02-01-2024,01-04-2024,07-03-2024,147,2.38,No
2408,2025,Ministry of Infrastructure,PM Awas Yojana,Maharashtra,Nagpur,Dharampeth,Smart City Initiative,Water Pipeline,Vendor_1030,210770307,121950288,40781304,48676487,17220631,0.354,Ongoing,26-05-2024,30-09-2024,12-11-2024,31,3.67,Yes
2409,2023,Ministry of Infrastructure,Ayushman Bharat,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Water Pipeline,Vendor_1085,395495509,237026503,150067514,120849839,64588676,0.534,Ongoing,23-01-2023,16-05-2023,05-08-2023,4,4.66,No
2410,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1070,120101552,67167635,37771214,26476394,8254081,0.312,Delayed,02-09-2024,29-12-2024,16-01-2025,192,2.52,No
2411,2023,Ministry of Health,Digital India,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1099,193890720,72668225,29486325,33947639,39409856,1.161,Ongoing,04-04-2023,13-07-2023,28-06-2023,221,2.76,Yes
2412,2023,Ministry of Health,Jal Jeevan Mission,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,School Building,Vendor_1019,278589156,144657346,108285578,60909432,38213808,0.627,Delayed,27-08-2023,09-12-2023,27-01-2024,164,4.7,No
2413,2025,Ministry of Infrastructure,Jal Jeevan Mission,Uttar Pradesh,Lucknow,Gomti Nagar,Smart City Initiative,Water Pipeline,Vendor_1081,160022205,104765388,35395813,41618350,36241538,0.871,Ongoing,27-09-2023,06-03-2024,01-03-2024,295,2.96,No
2414,2024,Ministry of Rural Development,Digital India,Gujarat,Ahmedabad,Navrangpura,State Road Development,Bridge Development,Vendor_1058,219199418,131688060,67729102,54094960,39675738,0.733,Delayed,12-07-2023,26-10-2023,12-02-2024,130,1.86,Yes
2415,2023,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,Bridge Development,Vendor_1079,272291050,142503186,96729345,109553530,124543049,1.137,Delayed,31-01-2023,23-07-2023,28-10-2023,263,4.35,No
2416,2025,Ministry of Education,Ayushman Bharat,Maharashtra,Nashik,Panchavati,State Road Development,School Building,Vendor_1097,183034635,78782358,40684759,43093609,42062746,0.976,Ongoing,22-09-2023,23-11-2023,13-03-2024,267,2.28,Yes
2417,2025,Ministry of Rural Development,Ayushman Bharat,Maharashtra,Nagpur,Dharampeth,State Road Development,School Building,Vendor_1003,133973073,43233636,18064140,7756822,2295920,0.296,Delayed,04-12-2023,09-05-2024,11-05-2024,62,4.42,No
2418,2024,Ministry of Health,PM Gram Sadak Yojana,Maharashtra,Mumbai,Borivali,Urban Transport Improvement,Water Pipeline,Vendor_1010,50884191,22470570,17262081,18442236,15065070,0.817,Delayed,24-03-2023,28-07-2023,07-09-2023,295,3.9,Yes
2419,2025,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Water Pipeline,Vendor_1046,298106546,159950012,96435425,50063396,54349506,1.086,Ongoing,12-11-2023,19-03-2024,15-07-2024,34,3.48,Yes
2420,2023,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Urban Transport Improvement,School Building,Vendor_1021,292678426,154957047,75683883,84407421,58377631,0.692,Completed,09-02-2023,09-05-2023,14-04-2023,130,4.82,Yes
2421,2025,Ministry of Health,Jal Jeevan Mission,Gujarat,Surat,Adajan,State Road Development,Bridge Development,Vendor_1056,272819726,85103156,61237980,62892948,28704571,0.456,Delayed,01-07-2023,25-10-2023,10-11-2023,83,1.36,No
2422,2024,Ministry of Rural Development,Ayushman Bharat,Karnataka,Bangalore,Whitefield,State Road Development,School Building,Vendor_1002,199136874,92991543,30497718,25885941,13203508,0.51,Delayed,11-10-2023,31-12-2023,13-03-2024,279,2.18,Yes
2423,2024,Ministry of Rural Development,PM Gram Sadak Yojana,Tamil Nadu,Coimbatore,RS Puram,Smart City Initiative,Hospital Upgrade,Vendor_1000,237901548,74662783,46252133,31272779,33276748,1.064,Ongoing,19-08-2023,30-10-2023,10-01-2024,149,3.59,No
2424,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Tamil Nadu,Madurai,Anna Nagar,Urban Housing Scheme,School Building,Vendor_1054,72900671,46688638,32587025,16978804,4583849,0.27,Completed,03-08-2024,02-10-2024,29-01-2025,289,4.13,Yes
2425,2023,Ministry of Education,Ayushman Bharat,Maharashtra,Nashik,Panchavati,State Road Development,Water Pipeline,Vendor_1015,101387713,38807900,16250132,10550070,8380170,0.794,Completed,04-08-2024,14-01-2025,27-03-2025,179,3.91,Yes
2426,2024,Ministry of Health,Ayushman Bharat,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,School Building,Vendor_1036,270731295,157285332,111092284,100614830,125566912,1.248,Completed,05-11-2023,02-04-2024,07-05-2024,79,4.07,Yes
2427,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Vadodara,Alkapuri,Smart City Initiative,School Building,Vendor_1030,357856755,113295504,84972893,72246305,19519432,0.27,Completed,17-11-2024,17-02-2025,24-03-2025,84,4.55,No
2428,2023,Ministry of Infrastructure,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Smart City Initiative,Bridge Development,Vendor_1079,308451473,122387835,62531054,27132318,30879660,1.138,Delayed,01-02-2023,16-04-2023,10-04-2023,240,2.2,Yes
2429,2023,Ministry of Education,Digital India,Maharashtra,Nashik,Panchavati,Urban Transport Improvement,Water Pipeline,Vendor_1042,397999010,177854801,121334876,96450005,50185957,0.52,Delayed,19-04-2024,11-08-2024,11-10-2024,254,4.94,Yes
2430,2025,Ministry of Health,Jal Jeevan Mission,Uttar Pradesh,Varanasi,Sigra,Urban Transport Improvement,Water Pipeline,Vendor_1013,157284036,104775348,79984413,44967063,24432283,0.543,Delayed,23-02-2023,21-07-2023,12-07-2023,114,3.97,Yes
2431,2025,Ministry of Health,Ayushman Bharat,Gujarat,Surat,Adajan,State Road Development,Hospital Upgrade,Vendor_1051,201386163,86674432,29661848,25249460,29716170,1.177,Completed,09-04-2023,01-10-2023,17-12-2023,180,4.86,No
2432,2023,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,Hospital Upgrade,Vendor_1046,297605211,199137660,68522148,66455534,58536217,0.881,Delayed,12-04-2023,05-10-2023,21-11-2023,188,4.79,Yes
2433,2024,Ministry of Education,PM Gram Sadak Yojana,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Hospital Upgrade,Vendor_1096,206209962,66426212,40668300,29026448,9869584,0.34,Delayed,28-08-2024,13-11-2024,02-11-2024,16,4.66,Yes
2434,2023,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,State Road Development,School Building,Vendor_1009,215595999,113356956,46683448,53734297,51747333,0.963,Completed,04-08-2024,16-12-2024,14-04-2025,79,4.26,Yes
2435,2024,Ministry of Rural Development,Digital India,Uttar Pradesh,Varanasi,Sigra,Urban Housing Scheme,School Building,Vendor_1021,196618694,107051459,46837011,40782151,11680213,0.286,Delayed,31-08-2023,22-02-2024,16-04-2024,41,4.39,Yes
2436,2023,Ministry of Health,Digital India,Maharashtra,Nagpur,Dharampeth,State Road Development,Water Pipeline,Vendor_1064,119898648,47557293,33223885,29474576,18838066,0.639,Delayed,16-03-2023,06-09-2023,02-01-2024,295,1.18,Yes
2437,2025,Ministry of Education,PM Gram Sadak Yojana,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Road Construction,Vendor_1024,317667026,101193896,58306863,48605079,58928871,1.212,Completed,04-10-2023,01-02-2024,27-03-2024,172,3.36,Yes
2438,2025,Ministry of Health,Jal Jeevan Mission,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1049,288296388,170289570,101685687,89319545,24489955,0.274,Ongoing,17-05-2024,17-09-2024,14-12-2024,174,4.75,No
2439,2024,Ministry of Education,Jal Jeevan Mission,Maharashtra,Pune,Hinjewadi,Urban Transport Improvement,School Building,Vendor_1084,384564714,259883098,107820470,66349451,23960230,0.361,Delayed,28-02-2023,03-05-2023,09-08-2023,181,2.44,Yes
2440,2023,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Kanpur,Kalyanpur,Urban Housing Scheme,Hospital Upgrade,Vendor_1048,299097934,136492421,90188604,80999006,70504896,0.87,Completed,30-05-2023,10-08-2023,22-11-2023,82,1.58,Yes
2441,2023,Ministry of Health,Ayushman Bharat,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,School Building,Vendor_1044,55952732,22265732,12362107,14457171,5906247,0.409,Completed,25-10-2024,19-04-2025,16-04-2025,230,1.87,Yes
2442,2023,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,School Building,Vendor_1098,64594419,29867289,9390664,10208341,9330213,0.914,Completed,04-03-2024,19-06-2024,14-08-2024,94,4.77,Yes
2443,2023,Ministry of Health,Ayushman Bharat,Maharashtra,Pune,Hinjewadi,Smart City Initiative,Road Construction,Vendor_1067,156070942,106639310,58055955,60608345,14625287,0.241,Completed,15-12-2023,22-03-2024,28-03-2024,193,2.78,Yes
2444,2025,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,School Building,Vendor_1025,123690610,73865603,48186862,19539767,8893533,0.455,Ongoing,18-03-2023,28-05-2023,23-05-2023,186,3.65,No
2445,2023,Ministry of Health,Jal Jeevan Mission,Maharashtra,Mumbai,Bandra,State Road Development,Bridge Development,Vendor_1019,156795777,90646497,69104465,55423886,28880629,0.521,Completed,11-06-2023,03-12-2023,26-02-2024,177,3.94,Yes
