record_id,year,central_ministry,central_scheme,state,district,city,state_scheme,project_type,vendor_name,central_allocated_funds,state_received_funds,district_received_funds,project_budget,spent_amount,fund_utilization_rate,project_status,project_start_date,expected_completion,actual_completion,citizen_complaints,citizen_rating,completion_verified,planned_duration_days,delay_days_raw,delay_days,is_delayed,central_state_gap,state_district_gap,central_state_gap_pct,state_district_gap_pct,fund_leakage,fund_leakage_pct,state_absorption_rate,district_absorption_rate,overspend,underutilized,budget_efficiency,citizen_risk,false_completion,vendor_concentration,risk_score,risk_norm,risk_label,lapse_risk,ae_recon_error,ae_anomaly,iso_anomaly,iso_score,lapse_probability,xgb_anomaly_prob,final_risk_score,final_risk_label
3111,2024,Ministry of Infrastructure,Jal Jeevan Mission,Maharashtra,Mumbai,Borivali,Smart City Initiative,School Building,Vendor_1094,57953347,20132385,15948860,19132845,24077641,1.258,Ongoing,2024-06-07,2024-10-07,2024-09-17,62,3.83,Yes,122,-20,0,0,37820962,4183525,0.6526104868455657,0.20780076478767914,42004487,0.7247982933582766,0.3473895131544344,0.7921992352123208,1,0,1.258445411542298,0,0,0.017857142857142856,0.43267857142857147,0.44773524829570616,Medium,0,0.06089447579421127,0,0,0.5474183584991331,0.004449359365466748,0.0025526297,0.2875893279619067,Low
3112,2024,Ministry of Education,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,Urban Housing Scheme,Road Construction,Vendor_1017,315446031,203903545,154026241,75359345,58734525,0.779,Ongoing,2023-08-31,2023-12-24,2023-12-26,157,2.28,Yes,115,2,2,1,111542486,49877304,0.3536024392077388,0.2446122454614509,161419790,0.5117191980139385,0.6463975607922612,0.7553877545385491,0,0,0.7793927216325991,1,0,0.02147239263803681,0.3332208588957055,0.331017456064127,Medium,0,0.06979233626431196,0,0,0.5398964196097069,0.0,0.0111411875,0.24396280700027306,Low
3113,2024,Ministry of Infrastructure,Jal Jeevan Mission,Tamil Nadu,Madurai,Anna Nagar,Urban Transport Improvement,Road Construction,Vendor_1057,176629754,79329562,61638901,28495447,32910294,1.155,Ongoing,2024-10-31,2025-03-17,2025-07-03,28,2.84,Yes,137,108,108,1,97300192,17690661,0.5508709025320842,0.22300212624393415,114990853,0.6510276462254485,0.44912909746791585,0.7769978737560659,1,0,1.1549316632934377,0,0,0.02005730659025788,0.6330085959885388,0.6828309245270571,High,0,0.04765086494108874,0,0,0.49844661791507955,0.0,0.00056840415,0.32245790064488117,Medium
3114,2023,Ministry of Education,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,School Building,Vendor_1021,220067359,108111411,57478672,64051149,54476183,0.851,Delayed,2023-06-04,2023-08-28,2023-11-28,93,1.91,Yes,85,92,92,1,111955948,50632739,0.5087349096600918,0.46833852718840197,162588687,0.7388132785289617,0.4912650903399082,0.531661472811598,0,0,0.850510628622759,0,0,0.005714285714285714,0.35085714285714287,0.3517143741283541,Medium,0,0.05984117837471057,0,0,0.4382933224410392,0.0,4.1127398e-05,0.1602260926216415,Low
3115,2024,Ministry of Infrastructure,Digital India,Maharashtra,Nagpur,Sitabuldi,State Road Development,School Building,Vendor_1079,98116386,47254981,33898328,38512807,18644400,0.484,Delayed,2024-08-15,2025-01-28,2025-02-22,285,1.22,Yes,166,25,25,1,50861405,13356653,0.5183782961594203,0.2826506903050072,64218058,0.6545090032158339,0.4816217038405797,0.7173493096949928,0,0,0.4841090912952671,1,0,0.021834061135371178,0.3332751091703057,0.3310811210340729,Medium,1,0.07881176549736124,0,0,0.5035694577245075,0.977981834093605,0.0019539904,0.362444128852159,Medium
3116,2023,Ministry of Health,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Smart City Initiative,School Building,Vendor_1023,127171756,63125782,42391362,42780906,34617969,0.809,Delayed,2024-05-30,2024-08-28,2024-08-08,231,3.66,Yes,90,-20,0,0,64045974,20734420,0.5036179102535944,0.3284619903797786,84780394,0.6666605594405727,0.49638208974640563,0.6715380096202214,0,0,0.8091920493689404,0,0,0.008547008547008548,0.15128205128205127,0.11750464338110411,Low,0,0.02447578962719938,0,0,0.4448353087908779,0.00041702645980705493,2.8663975e-05,0.07032303586535135,Low
3117,2025,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Road Construction,Vendor_1007,53485536,22038085,13806836,13279466,8450457,0.636,Delayed,2023-05-18,2023-07-27,2023-08-01,80,3.77,Yes,70,5,5,1,31447451,8231249,0.5879617809196116,0.3735011004812805,39678700,0.7418585091864837,0.4120382190803884,0.6264988995187195,0,0,0.6363551817520373,0,0,0.014749262536873156,0.202212389380531,0.17727352876038605,Low,0,0.08902223724123,0,0,0.471129799910311,0.0,0.00013519991,0.13816128615264517,Low
3118,2024,Ministry of Infrastructure,PM Awas Yojana,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Road Construction,Vendor_1000,362815484,232324113,91637967,41238885,49341341,1.196,Ongoing,2023-06-01,2023-08-22,2023-11-13,246,1.23,No,82,83,83,1,130491371,140686146,0.35966318074782055,0.6055598111763801,271177517,0.7474254241034543,0.6403368192521794,0.39444018882361986,1,0,1.1964761171404126,1,0,0.015337423312883436,0.8023006134969326,0.8815021992105568,High,0,0.05384452570856525,0,0,0.5381358063372551,0.0,0.0030083535,0.4282255258284605,Medium
3119,2025,Ministry of Rural Development,PM Awas Yojana,Maharashtra,Nagpur,Sitabuldi,Urban Housing Scheme,Hospital Upgrade,Vendor_1067,359629326,229662560,69653916,56488324,12041570,0.213,Completed,2024-04-27,2024-08-16,2024-09-29,61,3.59,No,111,44,44,1,129966766,160008644,0.36139090058523204,0.6967119237894065,289975410,0.8063174747879154,0.638609099414768,0.3032880762105935,0,1,0.2131691851930321,0,1,0.008733624454148471,0.5013100436681224,0.5282771561417791,Medium,1,0.04205737155494962,0,1,0.5692589381323098,0.99,0.8223869,0.5568871823360811,Medium
3120,2023,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Surat,Adajan,Urban Housing Scheme,Bridge Development,Vendor_1053,144353763,65839573,25511612,12303436,9843077,0.8,Completed,2023-02-04,2023-06-12,2023-06-14,45,2.19,No,128,2,2,1,78514190,40327961,0.5439012351898301,0.6125185684299623,118842151,0.8232701976740294,0.45609876481016987,0.38748143157003767,0,0,0.8000266754750461,0,1,0.014534883720930232,0.3021802325581395,0.29458998067443426,Medium,0,0.05404218079887438,0,0,0.4801990403485784,0.0,0.00011528891,0.17351724963233156,Low
3121,2024,Ministry of Rural Development,Jal Jeevan Mission,Uttar Pradesh,Kanpur,Kalyanpur,State Road Development,Road Construction,Vendor_1061,184407777,71301587,49640050,33873226,10375491,0.306,Completed,2023-10-19,2024-01-26,2024-03-16,101,4.27,Yes,99,50,50,1,113106190,21661537,0.6133482645908149,0.3038016110356702,134767727,0.730813684717863,0.38665173540918507,0.6961983889643298,0,1,0.3063035980098264,0,0,0.012618296529968454,0.2018927444794953,0.1768984120781615,Low,1,0.03791954176007237,0,0,0.47885716508550513,1.0,8.784117e-05,0.2750165928547333,Low
3122,2025,Ministry of Education,Jal Jeevan Mission,Gujarat,Surat,Adajan,Smart City Initiative,Hospital Upgrade,Vendor_1051,116882409,79160755,32560666,25966888,26833494,1.033,Delayed,2024-09-19,2025-01-30,2025-04-10,236,4.78,No,133,70,70,1,37721654,46600089,0.32273166101496076,0.5886766618130411,84321743,0.7214237259603368,0.6772683389850392,0.41132333818695893,1,0,1.0333735024389523,0,0,0.020348837209302327,0.45305232558139535,0.47164470231015243,Medium,0,0.038812897351030266,0,0,0.49715381880497894,0.0036462499999999998,0.00033526128,0.24458948738708575,Low
3123,2024,Ministry of Rural Development,PM Awas Yojana,Maharashtra,Pune,Hinjewadi,Urban Housing Scheme,Road Construction,Vendor_1028,375403077,232553954,112985002,56093285,21477079,0.383,Delayed,2024-04-14,2024-07-05,2024-10-23,33,4.21,Yes,82,110,110,1,142849123,119568952,0.3805219822425696,0.5141557472723083,262418075,0.6990301653814095,0.6194780177574304,0.4858442527276917,0,1,0.38288146254939426,0,0,0.011904761904761904,0.35178571428571426,0.3528040916003537,Medium,1,0.09521280262247721,0,0,0.5224025341664953,1.0,0.0018083414,0.39556363688992846,Medium
3124,2024,Ministry of Rural Development,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,State Road Development,School Building,Vendor_1039,56391434,19844847,10116492,8318560,3119350,0.375,Delayed,2023-06-07,2023-10-07,2024-01-24,280,2.63,No,122,109,109,1,36546587,9728355,0.6480875623769383,0.4902207106963334,46274942,0.8206023276513947,0.3519124376230617,0.5097792893036666,0,1,0.3749867765574811,0,0,0.011661807580174927,0.35174927113702625,0.3527613240386583,Medium,1,0.13059328105034967,0,0,0.5272111758739858,0.995,0.007366307,0.41296574437140127,Medium
3125,2025,Ministry of Rural Development,PM Gram Sadak Yojana,Karnataka,Hubli,Keshwapur,Urban Housing Scheme,Hospital Upgrade,Vendor_1094,197149130,107617707,66936012,54823915,20158011,0.368,Completed,2023-10-18,2024-03-13,2024-04-27,249,3.63,No,147,45,45,1,89531423,40681695,0.4541304493709914,0.378020459030966,130213118,0.6604803074707963,0.5458695506290087,0.6219795409690341,0,1,0.3676864558103886,0,1,0.019943019943019943,0.302991452991453,0.29554198183732255,Medium,1,0.043137217886450294,0,0,0.5012303003808334,1.0,0.0006903447,0.3375497633179714,Medium
3126,2025,Ministry of Infrastructure,PM Awas Yojana,Tamil Nadu,Coimbatore,RS Puram,State Road Development,Water Pipeline,Vendor_1040,115412832,38058082,24753581,10899443,7826477,0.718,Completed,2024-02-19,2024-08-05,2024-09-08,278,1.09,Yes,168,34,34,1,77354750,13304501,0.6702439292019106,0.34958411724479443,90659251,0.7855214141179726,0.32975607079808944,0.6504158827552056,0,0,0.7180621064764502,1,0,0.014749262536873156,0.35221238938053095,0.35330481269878783,Medium,0,0.051399420151803016,0,0,0.5114498841470388,0.006440530956109545,0.0012876948,0.22061054538238165,Low
3127,2024,Ministry of Rural Development,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Urban Transport Improvement,Water Pipeline,Vendor_1040,282379608,118809118,39441660,43222417,43736146,1.012,Completed,2024-09-29,2025-01-18,2024-12-30,177,1.65,No,111,-19,0,0,163570490,79367458,0.579257444114024,0.6680249743121568,242937948,0.8603239792017843,0.42074255588597603,0.33197502568784326,1,0,1.0118857073633805,1,1,0.01524390243902439,0.5022865853658537,0.5294231687342525,Medium,0,0.05051393278611638,0,0,0.5383149868650864,0.0,0.0031722425,0.3038915981791161,Medium
3128,2023,Ministry of Education,Digital India,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,Hospital Upgrade,Vendor_1036,167772444,81542371,47323006,50660619,13612906,0.269,Completed,2024-10-15,2025-04-04,2025-03-19,142,2.23,Yes,171,-16,0,0,86230073,34219365,0.513970416977415,0.41965133684915784,120449438,0.7179333812410815,0.48602958302258503,0.5803486631508421,0,1,0.26870784977972734,1,0,0.007692307692307693,0.5011538461538462,0.5280938518152055,Medium,1,0.060047706674062264,0,0,0.5100685930678364,1.0,0.0003566815,0.43286671901437623,Medium
3129,2023,Ministry of Health,PM Awas Yojana,Karnataka,Mysore,VV Mohalla,Smart City Initiative,Road Construction,Vendor_1042,150420626,87151426,62045415,27882184,6660082,0.239,Delayed,2023-01-25,2023-07-08,2023-08-26,72,1.12,No,164,49,49,1,63269200,25106011,0.42061518877072085,0.2880734389819393,88375211,0.587520563835441,0.5793848112292792,0.7119265610180607,0,1,0.23886514772300477,0,0,0.009146341463414634,0.3813719512195122,0.38752478009610175,Medium,1,0.29665875567768324,1,0,0.520483146433419,1.0,0.00084446854,0.48307571840123564,Medium
3130,2025,Ministry of Infrastructure,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,Bridge Development,Vendor_1078,210261236,107001218,34718604,16944703,14430931,0.852,Completed,2024-05-22,2024-10-26,2024-12-24,56,3.35,Yes,157,59,59,1,103260018,72282614,0.4911034480934945,0.6755307589115481,175542632,0.8348787220103662,0.5088965519065055,0.32446924108845193,0,0,0.8516485063208249,0,0,0.028938906752411574,0.20434083601286174,0.17977135005027636,Low,0,0.012637665149680177,0,0,0.47801434938580945,0.0023653908530651964,9.9296645e-05,0.11599021515755026,Low
3131,2025,Ministry of Infrastructure,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,State Road Development,School Building,Vendor_1040,370760873,191126750,108266044,114255048,30526015,0.267,Completed,2024-08-10,2025-01-10,2025-02-16,113,1.69,Yes,153,37,37,1,179634123,82860706,0.48450129471995285,0.4335379846096896,262494829,0.7079895644759688,0.5154987052800472,0.5664620153903104,0,1,0.26717432213585873,1,0,0.00964630225080386,0.5514469453376206,0.5871149106322803,Medium,1,0.05540227874480733,0,0,0.5277766610604648,1.0,0.009587979,0.4676692902405183,Medium
3132,2023,Ministry of Education,Ayushman Bharat,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Housing Scheme,Hospital Upgrade,Vendor_1086,334981900,196788423,63635266,43084956,35657427,0.828,Completed,2024-10-12,2024-12-31,2025-04-29,245,4.29,Yes,80,119,119,1,138193477,133153157,0.4125401312727643,0.6766310485652909,271346634,0.8100337182397019,0.5874598687272357,0.3233689514347091,0,0,0.8276073671747513,0,0,0.00964630225080386,0.35144694533762055,0.35240653204774436,Medium,0,0.08923446296550004,0,0,0.48200751148057236,0.0,0.00012578926,0.2087520662612372,Low
3133,2023,Ministry of Infrastructure,Digital India,Maharashtra,Nashik,Panchavati,Urban Housing Scheme,School Building,Vendor_1056,131419978,60035639,37359881,16188324,11012590,0.68,Completed,2024-01-02,2024-05-06,2024-05-28,284,4.14,No,125,22,22,1,71384339,22675758,0.5431772253074034,0.3777049495550468,94060097,0.7157214483782671,0.4568227746925966,0.6222950504449533,0,0,0.6802798115481257,0,1,0.011538461538461539,0.30173076923076925,0.2940625166304328,Medium,0,0.009464940760993246,0,0,0.47537834623992103,0.0056497344021813525,0.00018269294,0.15304626543123692,Low
3134,2023,Ministry of Education,Digital India,Karnataka,Bangalore,Whitefield,Urban Transport Improvement,Road Construction,Vendor_1044,56618584,20575437,7501553,9001356,7188036,0.799,Delayed,2023-03-14,2023-07-23,2023-08-21,9,1.61,No,131,29,29,1,36043147,13073884,0.6365956979778936,0.6354122150601225,49117031,0.8675072304881379,0.3634043020221064,0.3645877849398776,0,0,0.7985503517470035,0,0,0.015337423312883436,0.2023006134969325,0.1773770634569493,Low,0,0.05821840299305993,0,0,0.5028706345473747,0.0,0.0051893387,0.15380210793324456,Low
3135,2024,Ministry of Education,Ayushman Bharat,Tamil Nadu,Coimbatore,RS Puram,Urban Transport Improvement,School Building,Vendor_1022,107787323,54613810,31403942,20929488,5279117,0.252,Delayed,2023-01-24,2023-04-02,2023-07-19,48,4.02,Yes,68,108,108,1,53173513,23209868,0.49331880150692675,0.42498166672495474,76383381,0.7086490217407106,0.5066811984930732,0.5750183332750453,0,1,0.2522334516735431,0,0,0.008849557522123894,0.5513274336283186,0.5869746586347195,Medium,1,0.07782500962534952,0,0,0.5070168327387731,1.0,0.0005243309,0.4577091481684413,Medium
3136,2025,Ministry of Health,PM Awas Yojana,Gujarat,Surat,Adajan,Smart City Initiative,School Building,Vendor_1020,351860615,137017384,59224948,36510337,44675533,1.224,Ongoing,2024-11-19,2025-05-03,2025-05-28,198,1.35,Yes,165,25,25,1,214843231,77792436,0.6105918703063712,0.5677559571565022,292635667,0.8316806557051007,0.3894081296936288,0.4322440428434979,1,0,1.223640663738601,1,0,0.011627906976744186,0.6517441860465116,0.7048179243487138,High,0,0.010293279407269342,0,0,0.517537231960635,0.0,0.00058830454,0.3320313925488206,Medium
3137,2025,Ministry of Rural Development,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,Urban Transport Improvement,School Building,Vendor_1014,378161034,251539442,195981441,114334429,91941632,0.804,Ongoing,2023-12-03,2024-05-02,2024-07-07,171,2.23,No,151,66,66,1,126621592,55558001,0.33483511154139695,0.22087192592245633,182179593,0.4817513615112444,0.6651648884586031,0.7791280740775437,0,0,0.8041465095347614,1,0,0.015105740181268883,0.4022658610271903,0.4120446585623601,Medium,0,0.0876138477186028,0,1,0.5791395251865004,0.009384986966358448,0.948817,0.4075578178271165,Medium
3138,2025,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Mumbai,Borivali,Urban Housing Scheme,Bridge Development,Vendor_1089,175630316,118994185,36081150,14852110,14921970,1.005,Delayed,2023-09-30,2024-01-10,2024-03-16,165,4.64,No,102,66,66,1,56636131,82913035,0.32247354722062904,0.6967822419221578,139549166,0.7945619479498062,0.677526452779371,0.3032177580778422,1,0,1.0047037087659598,0,0,0.004464285714285714,0.4506696428571429,0.468848524315699,Medium,0,0.056359609860327634,0,0,0.5124942915686034,0.0023653908530651964,0.0006970074,0.26316315560666964,Low
3139,2024,Ministry of Education,Digital India,Karnataka,Hubli,Keshwapur,State Road Development,Water Pipeline,Vendor_1087,380532580,244612765,141353890,62865143,39735863,0.632,Completed,2024-06-21,2024-12-15,2025-04-08,167,2.96,No,177,114,114,1,135919815,103258875,0.3571831221389769,0.4221319970770945,239178690,0.6285366945453134,0.6428168778610232,0.5778680029229055,0,0,0.6320810087077985,0,1,0.014245014245014245,0.45213675213675214,0.47057023851681606,Medium,0,0.08508442014766308,0,0,0.5387204761471183,0.0036462499999999998,0.0071604457,0.29781048262180443,Low
3140,2025,Ministry of Infrastructure,Digital India,Uttar Pradesh,Lucknow,Gomti Nagar,Urban Transport Improvement,School Building,Vendor_1090,340179419,188854902,88594112,95331544,21867585,0.229,Completed,2024-11-05,2025-02-20,2025-05-05,287,4.52,No,107,74,74,1,151324517,100260790,0.4448373668367045,0.5308879406265028,251585307,0.7395665138695531,0.5551626331632955,0.4691120593734972,0,1,0.2293845676096466,0,1,0.01607717041800643,0.652411575562701,0.7056011339048595,High,1,0.1803379114404633,1,0,0.5500538500925536,1.0,0.009566657,0.5758130693204633,Medium
3141,2024,Ministry of Infrastructure,PM Gram Sadak Yojana,Gujarat,Surat,Adajan,Urban Housing Scheme,Hospital Upgrade,Vendor_1020,330134368,156978860,108341988,56202737,26748322,0.476,Completed,2023-04-27,2023-08-10,2023-09-17,276,4.41,No,105,38,38,1,173155508,48636872,0.5245000968817642,0.3098307122373038,221792380,0.6718245705336562,0.4754999031182358,0.6901692877626961,0,0,0.4759256119501796,0,1,0.011627906976744186,0.30174418604651165,0.2940782618257762,Medium,1,0.14453189394320476,0,0,0.49504698520322843,0.9922233847944787,0.0005676107,0.3694191639307266,Medium
3142,2025,Ministry of Education,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Housing Scheme,Water Pipeline,Vendor_1039,273915182,134585177,79958422,77299216,65367570,0.846,Ongoing,2023-12-09,2024-04-18,2024-05-31,3,4.64,No,131,43,43,1,139330005,54626755,0.5086611263482285,0.4058898328751316,193956760,0.7080905796598014,0.49133887365177153,0.5941101671248684,0,0,0.8456433762536479,0,0,0.011661807580174927,0.20174927113702623,0.17673004010025645,Low,0,0.23372985913655647,1,0,0.4514043659238594,0.0,6.868659e-05,0.17662746350663797,Low
3143,2024,Ministry of Education,PM Awas Yojana,Uttar Pradesh,Varanasi,Sigra,State Road Development,School Building,Vendor_1049,389041683,204888027,121914470,136487928,50023153,0.367,Delayed,2024-09-30,2025-03-05,2025-03-30,125,2.46,Yes,156,25,25,1,184153656,82973557,0.47335199297911734,0.4049702572420203,267127213,0.6866287718583615,0.5266480070208827,0.5950297427579797,0,1,0.3665023986590228,1,0,0.008670520231213872,0.35130057803468207,0.35223476388599195,Medium,1,0.06711214351100099,0,0,0.555291513403374,1.0,0.027758058,0.41506540341548004,Medium
3144,2024,Ministry of Rural Development,Digital India,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Hospital Upgrade,Vendor_1082,95864500,32188644,10315450,8695839,2335297,0.269,Completed,2023-01-01,2023-04-17,2023-04-19,127,1.54,Yes,106,2,2,1,63675856,21873194,0.6642276963839586,0.6795313900144411,85549050,0.8923955165885181,0.3357723036160414,0.32046860998555887,0,1,0.26855338513052046,1,0,0.008547008547008548,0.5512820512820513,0.5869214005501758,Medium,1,0.046528046948729564,0,1,0.5636838152027417,1.0,0.8915209,0.5828143311944523,Medium
3145,2023,Ministry of Health,PM Awas Yojana,Maharashtra,Mumbai,Andheri,Urban Housing Scheme,Bridge Development,Vendor_1088,173390761,64396375,35806775,40408736,22446420,0.555,Delayed,2023-11-10,2024-03-15,2024-05-10,250,4.78,No,126,56,56,1,108994386,28589600,0.6286054999204946,0.44396287834524845,137583986,0.7934908711773865,0.37139450007950536,0.5560371216547515,0,0,0.5554843388320783,0,0,0.008928571428571428,0.20133928571428572,0.17624890503118282,Low,0,0.023780745194581978,0,0,0.44992504812529005,0.001358176061584304,4.5201527e-05,0.09507166176704986,Low
3146,2025,Ministry of Health,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,State Road Development,Water Pipeline,Vendor_1008,150059955,50110474,31539971,29492070,12394295,0.42,Delayed,2023-11-12,2024-04-07,2024-04-24,106,4.14,Yes,147,17,17,1,99949481,18570503,0.6660636476933502,0.37059124605366933,118519984,0.7898175365972887,0.3339363523066497,0.6294087539463307,0,0,0.4202585644208765,0,0,0.014285714285714285,0.20214285714285712,0.17719192976656709,Low,1,0.02692041898026463,0,0,0.455165373799629,0.996259390380796,5.142583e-05,0.25027771840441326,Low
3147,2025,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Mysore,VV Mohalla,State Road Development,School Building,Vendor_1028,262394661,173006905,132839626,120533083,97633553,0.81,Completed,2023-01-28,2023-04-02,2023-05-03,38,4.77,No,64,31,31,1,89387756,40167279,0.34066148929760426,0.23217153673721866,129555035,0.4937411245574086,0.6593385107023957,0.7678284632627813,0,0,0.8100145667061383,0,1,0.018292682926829267,0.2027439024390244,0.17789728160116353,Low,0,0.18782585217373352,1,1,0.5778650597558866,0.0015491237387148167,0.90419817,0.35723493833892733,Medium
3148,2023,Ministry of Infrastructure,PM Awas Yojana,Gujarat,Vadodara,Alkapuri,Urban Transport Improvement,Water Pipeline,Vendor_1026,338331854,217807185,149458232,105830762,28412428,0.268,Completed,2024-06-12,2024-12-06,2024-12-31,48,1.91,Yes,177,25,25,1,120524669,68348953,0.3562321063626483,0.31380485910049294,188873622,0.5582495995189386,0.6437678936373517,0.6861951408995071,0,1,0.26847040938815125,0,0,0.005714285714285714,0.40085714285714286,0.410391468774488,Medium,1,0.3873754712371768,1,0,0.5583389378933358,1.0,0.08584208,0.5663567488510243,Medium
3149,2024,Ministry of Rural Development,PM Awas Yojana,Tamil Nadu,Madurai,Anna Nagar,Smart City Initiative,School Building,Vendor_1032,209053285,110057859,36711557,25161817,13018560,0.517,Delayed,2023-02-08,2023-04-27,2023-06-03,67,2.93,Yes,78,37,37,1,98995426,73346302,0.4735415949096423,0.6664340253974957,172341728,0.8243913890183548,0.5264584050903577,0.3335659746025043,0,0,0.5173934775855019,0,0,0.022922636103151862,0.20343839541547276,0.17871229820336623,Low,0,0.0903672371664914,0,0,0.46281213730969445,0.01,3.806265e-05,0.13362432335765376,Low
3150,2024,Ministry of Health,Ayushman Bharat,Karnataka,Hubli,Keshwapur,Urban Transport Improvement,Road Construction,Vendor_1059,254121544,177035389,97860021,94385850,69030091,0.731,Completed,2023-09-12,2024-02-14,2024-03-11,108,2.66,Yes,155,26,26,1,77086155,79175368,0.303343643307944,0.4472290452616793,156261523,0.6149086005868121,0.696656356692056,0.5527709547383207,0,0,0.7313605905970015,0,0,0.014245014245014245,0.20213675213675214,0.17718476528614635,Low,0,0.128127870171325,0,0,0.47178999204782557,0.0,0.00024783635,0.1536642261301792,Low
3151,2024,Ministry of Health,Jal Jeevan Mission,Tamil Nadu,Coimbatore,RS Puram,Urban Housing Scheme,Bridge Development,Vendor_1056,64003028,39391401,13017524,8861433,2691792,0.304,Completed,2024-07-25,2024-11-17,2024-10-18,201,3.71,No,115,-30,0,0,24611627,26373877,0.3845384783982408,0.6695338660333507,50985504,0.7966108103510353,0.6154615216017593,0.3304661339666492,0,1,0.30376486511831663,0,1,0.014749262536873156,0.252212389380531,0.23595062340651995,Low,1,0.0269238637037746,0,0,0.5403367839474875,1.0,0.008532713,0.3443982234985923,Medium
3152,2024,Ministry of Health,Jal Jeevan Mission,Gujarat,Ahmedabad,Navrangpura,Urban Transport Improvement,School Building,Vendor_1041,99437921,52554605,16996911,19739879,6155175,0.312,Ongoing,2023-11-08,2024-01-29,2024-03-05,89,4.91,No,82,36,36,1,46883316,35557694,0.4714832684404172,0.6765856959632748,82441010,0.8290701290908928,0.5285167315595828,0.3234143040367252,0,1,0.31181422135363646,0,0,0.011661807580174927,0.20174927113702623,0.17673004010025645,Low,1,0.12609280372492923,0,0,0.5191104251135421,1.0,0.0003555323,0.342819898657977,Medium
3153,2024,Ministry of Education,Jal Jeevan Mission,Tamil Nadu,Chennai,T Nagar,State Road Development,Road Construction,Vendor_1040,246107641,88405888,40706157,22544740,16148229,0.716,Ongoing,2023-04-21,2023-09-21,2023-10-22,28,4.96,Yes,153,31,31,1,157701753,47699731,0.6407836520606038,0.539553779494868,205401484,0.8346001902476486,0.35921634793939616,0.46044622050513195,0,0,0.7162747940317786,0,0,0.00906344410876133,0.20135951661631418,0.17627264684224483,Low,0,0.22710377600218665,1,0,0.4615109734696266,0.004449359365466747,7.865503e-05,0.18316114666535438,Low
3154,2025,Ministry of Health,Ayushman Bharat,Karnataka,Bangalore,Indiranagar,State Road Development,Road Construction,Vendor_1093,183557513,112820351,69980315,71608641,89197974,1.246,Completed,2023-08-13,2023-12-07,2024-03-21,280,3.24,Yes,116,105,105,1,70737162,42840036,0.38536783836246463,0.3797190455470219,113577198,0.6187553761419725,0.6146321616375354,0.620280954452978,1,0,1.245631431547486,0,0,0.018404907975460124,0.652760736196319,0.7060108885357697,High,0,0.11954135324036788,0,0,0.5059676020380472,0.0,0.00039739755,0.3644328848698517,Medium
3155,2024,Ministry of Rural Development,Jal Jeevan Mission,Karnataka,Bangalore,Indiranagar,Smart City Initiative,Road Construction,Vendor_1046,67578522,30040559,15718230,8191381,3098808,0.378,Completed,2023-09-05,2023-12-22,2024-02-25,97,2.65,Yes,108,65,65,1,37537963,14322329,0.5554717962017577,0.4767663943936596,51860292,0.7674079051329356,0.44452820379824226,0.5232336056063405,0,1,0.3783010459408493,0,0,0.015337423312883436,0.3523006134969325,0.3534083473953511,Medium,1,0.017607975593737068,0,0,0.49676769274177807,1.0,0.00019011598,0.34420431132265006,Medium
3156,2024,Ministry of Health,Ayushman Bharat,Uttar Pradesh,Varanasi,Sigra,Smart City Initiative,Water Pipeline,Vendor_1025,168435989,70704080,36306296,39144960,17389217,0.444,Ongoing,2023-08-07,2023-12-11,2024-02-21,248,1.49,No,126,72,72,1,97731909,34397784,0.5802317520158949,0.4865035228518637,132129693,0.7844504834415168,0.4197682479841051,0.5134964771481363,0,0,0.4442262043440586,1,0,0.002890173410404624,0.5004335260115608,0.5272485259519176,Medium,1,0.03579109780759349,0,0,0.47748037894867024,1.0,9.1745525e-05,0.39565888087484313,Medium
3157,2023,Ministry of Education,PM Gram Sadak Yojana,Maharashtra,Mumbai,Andheri,Urban Housing Scheme,Water Pipeline,Vendor_1016,73995715,47169642,16792353,15257756,16127628,1.057,Ongoing,2024-07-14,2024-10-13,2024-12-03,42,2.6,No,91,51,51,1,26826073,30377289,0.3625354927646824,0.6440008385054099,57203362,0.7730631699416649,0.6374645072353177,0.3559991614945901,1,0,1.0570117912489885,0,0,0.017857142857142856,0.30267857142857146,0.2951748022157579,Medium,0,0.050965077612707334,0,0,0.48668194179040863,0.0,0.0001119817,0.17803551222235275,Low
